20404,3.9,-1.87,-9.64,20404,-0.06,0.01,0.02
31074,3.3,-1.55,-9.84,31074,-0.24,-0.31,0.03
31084,3.35,-1.64,-9.81,31084,-0.18,-0.3,0
31094,3.29,-1.74,-9.85,31094,-0.2,-0.27,-0.04
31104,3.32,-1.96,-9.89,31104,-0.21,-0.24,-0.09
31114,3.38,-2.03,-9.86,31114,-0.09,-0.22,-0.15
31124,3.53,-1.73,-9.79,31124,0.09,-0.19,-0.2
31134,3.67,-1.56,-9.65,31134,0.15,-0.14,-0.26
31144,3.59,-1.28,-9.47,31144,0.24,-0.09,-0.31
31154,3.33,-1.19,-9.08,31154,0.23,-0.06,-0.35
31164,3.27,-1.12,-8.76,31164,0.22,-0.07,-0.36
31174,3.32,-1.08,-8.45,31174,0.28,-0.13,-0.34
31184,3.44,-1.04,-8.52,31184,0.21,-0.21,-0.31
31194,3.35,-0.98,-8.7,31194,0.31,-0.31,-0.25
31204,3.31,-0.98,-9.16,31204,0.46,-0.38,-0.18
31214,3.03,-1.04,-9.57,31214,0.43,-0.4,-0.13
31224,2.83,-1.44,-10.16,31224,0.19,-0.38,-0.1
31234,2.74,-1.94,-10.67,31234,-0.04,-0.35,-0.09
31244,2.52,-2.24,-11,31244,-0.15,-0.31,-0.08
31254,2.36,-2.15,-11.04,31254,-0.15,-0.27,-0.08
31264,2.41,-1.85,-11.11,31264,-0.01,-0.2,-0.08
31274,2.45,-1.7,-11.26,31274,0.15,-0.11,-0.11
31284,2.5,-1.88,-11.5,31284,0.25,0.01,-0.15
31294,2.7,-2.16,-11.62,31294,0.44,0.14,-0.19
31304,2.86,-2.36,-11.47,31304,0.69,0.27,-0.24
31314,3.25,-2.69,-11.4,31314,0.86,0.38,-0.28
31324,3.45,-3.12,-10.78,31324,1.07,0.45,-0.32
31334,3.68,-3.48,-10.26,31334,1.13,0.46,-0.42
31344,3.85,-3.34,-9.58,31344,0.98,0.44,-0.56
31354,3.62,-3.01,-8.63,31354,0.78,0.37,-0.71
31364,3.59,-2.38,-8.05,31364,0.64,0.24,-0.85
31374,3.27,-1.66,-7.78,31374,0.51,0.09,-0.95
31384,3.06,-1.1,-8.21,31384,0.56,-0.07,-0.98
31394,3.2,-1.26,-9.32,31394,0.42,-0.18,-0.97
31404,3.38,-2.25,-10.82,31404,0.26,-0.23,-0.95
31414,3.25,-3.15,-11.62,31414,0.25,-0.21,-0.95
31424,3.03,-3.77,-11.94,31424,0.18,-0.15,-1
