Timestamp,AccelerometerX,AccelerometerY,"AccelerometerZ,","Timestamp,",GyroscopeX,GyroscopeY,GyroscopeZ
28560,-0.99,-3.38,-11.49,28560,-0.22,-0.49,0.2
28570,-1.05,-2.38,-11.54,28570,-0.22,-0.42,0.12
28580,-1.03,-0.85,-12.07,28580,-0.22,-0.33,0.14
28590,-0.92,-0.59,-11.81,28590,-0.18,-0.22,0.21
28600,-0.89,-1.4,-11.28,28600,-0.23,-0.15,0.28
28610,-1.12,-2.32,-11.46,28610,-0.22,-0.1,0.3
28620,-1.21,-3.2,-11.99,28620,-0.19,-0.03,0.26
28630,-1.18,-3.74,-12.22,28630,-0.14,0.06,0.17
28640,-1.31,-3.41,-11.55,28640,-0.07,0.14,0.07
28650,-1.23,-2.85,-10.51,28650,-0.06,0.19,0
28660,-1.2,-2.26,-9.29,28660,-0.12,0.19,-0.06
28670,-1.13,-1.44,-8.81,28670,-0.25,0.14,-0.08
28680,-1.06,-0.8,-8.53,28680,-0.23,0.09,-0.05
28690,-0.87,-0.68,-8.16,28690,-0.3,0.01,-0.01
28700,-1.13,-0.53,-8.59,28700,-0.34,-0.06,0.03
28710,-1.07,-0.17,-8.65,28710,-0.25,-0.12,0.09
28720,-0.96,-0.1,-9.19,28720,-0.24,-0.18,0.17
28730,-1.08,-0.67,-9.99,28730,-0.2,-0.2,0.23
28740,-0.94,-1.42,-10.66,28740,-0.16,-0.18,0.24
28750,-0.94,-1.93,-10.96,28750,-0.14,-0.12,0.22
28760,-1.01,-2.38,-10.76,28760,-0.16,-0.07,0.18
28770,-1.01,-2.52,-10.24,28770,-0.18,-0.03,0.12
28780,-1.21,-2.55,-9.81,28780,-0.23,-0.02,0.07
28790,-1.08,-2.66,-9.61,28790,-0.16,-0.03,0.01
28800,-1.1,-2.38,-9.23,28800,-0.13,-0.04,-0.04
28810,-1.21,-2.14,-8.8,28810,-0.04,-0.08,-0.06
28820,-1.35,-2.34,-8.39,28820,0.02,-0.13,-0.08
28830,-1.34,-2.41,-7.89,28830,0.04,-0.21,-0.14
28840,-1.27,-2.22,-7.85,28840,-0.04,-0.3,-0.19
28850,-1.38,-1.75,-8.15,28850,-0.11,-0.38,-0.21
28860,-1.25,-1.45,-8.51,28860,-0.13,-0.44,-0.23
28870,-1.16,-1.08,-8.97,28870,-0.14,-0.49,-0.22
28880,-1.32,-0.69,-9.62,28880,-0.14,-0.51,-0.21
28890,-1.19,-0.31,-10.21,28890,-0.1,-0.5,-0.18
28900,-1.11,0.22,-10.54,28900,-0.13,-0.47,-0.12
28910,-1.24,0.4,-10.74,28910,-0.16,-0.44,-0.05
28920,-1.4,0.29,-10.56,28920,-0.19,-0.4,0.01
28930,-1.56,-0.16,-10.66,28930,-0.14,-0.38,0.06
28940,-1.55,-0.85,-10.34,28940,-0.08,-0.34,0.09
28950,-1.72,-1.27,-9.48,28950,-0.03,-0.34,0.09
28960,-1.69,-1.42,-8.84,28960,-0.07,-0.37,0.06
28970,-1.72,-1.08,-8.49,28970,-0.12,-0.42,0.04
28980,-1.87,-1.04,-8.36,28980,-0.17,-0.48,0.03
28990,-2.14,-1.11,-7.49,28990,-0.06,-0.51,0.02
29000,-2.33,-1.11,-5.77,29000,0.07,-0.62,0
29010,-2.3,-1.22,-4.28,29010,0.15,-0.8,-0.04
29020,-2.19,-1.37,-2.9,29020,0.03,-1.03,-0.08
29030,-2.5,-1.58,-1.8,29030,-0.28,-1.3,-0.15
29040,-3.13,-1.73,-1.11,29040,-0.52,-1.64,-0.25
29050,-3.78,-1.78,-0.53,29050,-0.86,-2.06,-0.36
29060,-4.22,-1.63,-1.03,29060,-1.01,-2.51,-0.43
29070,-4.77,-1.74,-3.15,29070,-1.27,-3.05,-0.46
29080,-5.11,-2.37,-11.6,29080,-1.64,-3.6,-0.49
29090,-5.93,-2.92,-31.52,29090,-2.15,-3.77,-0.54
29100,-6.02,-4.56,-39.23,29100,-3.29,-3.15,-0.67
29110,-2.63,-0.93,-39.23,29110,-1.8,-0.96,-0.61
29120,-10.74,9.65,-39.23,29120,-0.05,4.01,-0.11
29130,-32.35,21.8,-39.23,29130,2.03,8.73,0.82
29140,-39.23,27.94,-39.23,29140,1.68,8.73,1.98
29150,-39.23,18.08,-39.23,29150,0.93,8.73,3.26
29160,-39.23,-9.16,-29.76,29160,-1.11,8.73,3.86
29170,-39.23,-34.23,-33.74,29170,-1.32,8.73,3.56
29180,-39.23,-39.23,-38.63,29180,0.72,8.73,1.84
29190,-39.23,-39.23,-29.55,29190,3.19,8.73,-0.87
29200,-39.23,-18.9,-16.38,29200,2.73,8.73,-3.16
29210,-39.23,-5.3,2.7,29210,1.32,8.73,-4.62
29220,-39.23,9.38,26.76,29220,-0.42,8.73,-4.95
29230,-39.23,13.87,39.23,29230,-0.92,8.73,-4.47
29240,-39.23,18.97,39.23,29240,-0.21,8.73,-3.79
29250,-39.23,15.96,39.23,29250,0.63,8.73,-3.06
29260,-38.34,28.74,39.23,29260,0.14,8.11,-2.51
29270,-23.87,37.22,39.23,29270,0.83,2.25,-1.15
29280,-20.88,38.33,39.23,29280,0.65,-3.55,0.57
29290,-29.53,29.15,39.23,29290,0.42,-8.63,2.01
29300,-36.5,22.97,39.23,29300,1.3,-8.73,3.21
29310,-39.23,17.93,25.36,29310,2.33,-8.73,4.35
29320,-39.23,9.47,15.74,29320,2.59,-8.73,5.33
29330,-39.23,-0.94,9.7,29330,2.32,-8.73,5.95
29340,-39.23,-11.57,-2.29,29340,1.54,-8.73,6.05
29350,-39.23,-20.85,-25.79,29350,-0.79,-8.73,5.4
29360,-39.23,-27.67,-39.23,29360,-5.12,-8.73,3.74
29370,-26.47,-30.16,-39.23,29370,-8.66,-8.73,1.42
29380,-6.68,-11.4,-39.23,29380,-7.06,-8.73,-0.33
29390,5.1,-4.55,-39.23,29390,-2.67,-3.87,-0.42
29400,9.25,-5.36,-39.23,29400,1.78,0.47,-0.03
29410,6.08,-6.62,-39.23,29410,3.09,2.23,-0.03
29420,5.56,-6.21,-11.32,29420,2.69,2.38,-0.25
29430,6.29,-7.54,0.14,29430,2.4,1.74,-0.45
29440,9.3,-5.99,8.77,29440,1.43,0.85,-0.69
29450,7.67,-2.93,12.53,29450,0.9,-0.17,-0.79
29460,6.02,0.1,13.35,29460,0.69,-1.21,-0.74
29470,4.46,0.58,10.4,29470,0.48,-2.2,-0.63
29480,3.75,0.11,3.04,29480,0.1,-2.95,-0.58
29490,3.96,0.24,-7.5,29490,-0.04,-3.3,-0.57
29500,4.69,1.76,-15.18,29500,0.27,-3.16,-0.52
29510,4.43,3.56,-20.45,29510,0.43,-2.69,-0.41
29520,4.6,4.6,-22.94,29520,0.44,-2.05,-0.23
29530,4.69,4.37,-21.64,29530,0.34,-1.35,-0.04
29540,4.07,2.63,-16.05,29540,0.42,-0.83,0.15
29550,3.55,-0.86,-10.35,29550,0.68,-0.63,0.21
29560,3.5,-2.94,-5.14,29560,0.34,-0.72,0.13
29570,2.98,-4.56,-1.19,29570,0.11,-1.03,0
29580,2.18,-5.76,1.26,29580,-0.22,-1.53,-0.22
29590,1.59,-4.39,-0.39,29590,-0.87,-2.08,-0.49
29600,1.1,-2,-5.27,29600,-1.06,-2.48,-0.65
29610,1.17,-0.04,-8.81,29610,-1.03,-2.59,-0.67
29620,1.12,1.07,-10.75,29620,-0.83,-2.53,-0.6
29630,0.69,1.5,-10.97,29630,-0.49,-2.41,-0.49
29640,0.12,1.49,-10.09,29640,-0.23,-2.33,-0.37
29650,-0.42,1.02,-8.56,29650,0.14,-2.31,-0.25
29660,-0.65,0.29,-7.36,29660,0.36,-2.45,-0.16
29670,-0.11,-0.26,-9.6,29670,0.2,-2.61,-0.12
29680,-0.23,0.05,-13.44,29680,0.16,-2.59,-0.07
29690,-0.19,0.23,-15.69,29690,0.21,-2.43,0
29700,-0.23,-0.14,-17.68,29700,0.19,-2.15,0.07
29710,0.16,-0.92,-18.03,29710,0.32,-1.77,0.13
29720,0.16,-1.39,-16.37,29720,0.42,-1.43,0.13
29730,-0.23,-1.57,-13.49,29730,0.39,-1.2,0.12
29740,-0.35,-1.39,-10.72,29740,0.25,-1.13,0.09
29750,-0.36,-0.82,-8.6,29750,0.02,-1.17,0.08
29760,-0.81,-0.61,-7.84,29760,-0.24,-1.31,0.11
29770,-0.87,-0.81,-8.94,29770,-0.39,-1.46,0.13
29780,-0.67,-1.17,-11.38,29780,-0.39,-1.51,0.15
29790,-0.72,-1.11,-12.31,29790,-0.09,-1.44,0.17
29800,-0.81,-0.76,-13.86,29800,-0.18,-1.34,0.16
29810,-0.7,-0.52,-14.65,29810,-0.1,-1.19,0.18
29820,-0.62,-0.66,-14.64,29820,0.03,-0.96,0.22
29830,-0.81,-1.02,-13.2,29830,0.04,-0.79,0.24
29840,-1.27,-1.33,-11.76,29840,0.06,-0.7,0.23
29850,-1.35,-1.49,-10.19,29850,0.01,-0.7,0.21
29860,-1.31,-1.22,-9.32,29860,-0.13,-0.76,0.19
29870,-1.46,-1.07,-9.47,29870,-0.28,-0.83,0.18
29880,-1.38,-0.71,-10.09,29880,-0.35,-0.88,0.19
29890,-1.43,-0.85,-11.33,29890,-0.28,-0.9,0.2
29900,-1.42,-0.71,-12.23,29900,-0.11,-0.85,0.22
29910,-1.06,-0.72,-13.44,29910,-0.13,-0.75,0.24
29920,-1.24,-0.72,-14.4,29920,-0.07,-0.6,0.26
29930,-1.64,-0.98,-14.31,29930,0.09,-0.39,0.29
29940,-1.56,-1.53,-13.08,29940,0.18,-0.24,0.3
29950,-1.74,-2.09,-11.95,29950,0.17,-0.15,0.27
29960,-1.84,-2.16,-10.54,29960,0.14,-0.12,0.21
29970,-1.84,-2.04,-9.64,29970,0.05,-0.15,0.16
29980,-1.92,-1.75,-8.98,29980,-0.04,-0.19,0.11
29990,-1.99,-1.35,-8.4,29990,-0.09,-0.25,0.09
30000,-1.9,-0.88,-7.74,30000,-0.13,-0.32,0.08
30010,-1.94,-0.53,-7.16,30010,-0.2,-0.42,0.1
30020,-1.95,-0.76,-6.94,30020,-0.29,-0.53,0.13
30030,-1.96,-1.05,-6.94,30030,-0.39,-0.65,0.14
30040,-2.23,-1.16,-7.41,30040,-0.44,-0.76,0.14
30050,-2.2,-1.24,-8.26,30050,-0.5,-0.85,0.13
30060,-2.31,-1.44,-9.6,30060,-0.53,-0.89,0.11
30070,-2.52,-1.54,-10.22,30070,-0.38,-0.87,0.09
30080,-2.59,-1.75,-11.06,30080,-0.35,-0.84,0.06
30090,-2.74,-2.38,-11.64,30090,-0.24,-0.76,0.01
30100,-2.7,-2.8,-10.93,30100,-0.15,-0.68,-0.07
30110,-2.87,-2.59,-9.96,30110,-0.14,-0.65,-0.16
30120,-3.13,-2.29,-9.25,30120,-0.25,-0.66,-0.24
30130,-2.91,-1.89,-8.73,30130,-0.26,-0.71,-0.31
30140,-2.83,-1.35,-8.2,30140,-0.31,-0.78,-0.35
30150,-3.28,-1.3,-8.14,30150,-0.31,-0.88,-0.36
30160,-3.52,-1.76,-7.69,30160,-0.18,-1.02,-0.39
30170,-3.83,-2.87,-8.66,30170,-0.12,-1.26,-0.43
30180,-4.3,-4.72,-13.54,30180,-0.23,-1.57,-0.56
30190,-4.41,-6.1,-27.37,30190,-1.03,-1.74,-0.8
30200,-7.55,-5.34,-39.23,30200,-2.44,-1.44,-1.06
30210,-6.73,0.78,-39.23,30210,-3.87,-0.01,-1.17
30220,-14.29,12.3,-39.23,30220,-3.77,3.56,-0.58
30230,-26.87,23.87,-39.23,30230,-1.27,8.73,0.82
30240,-39.23,20.26,-39.23,30240,-0.23,8.73,2.37
30250,-39.23,4.86,-39.23,30250,0.87,8.73,3.23
30260,-39.23,-8.87,-39.23,30260,1.7,8.73,3.13
30270,-39.23,-14.13,-39.23,30270,2.12,8.73,2.34
30280,-39.23,-11.77,-39.23,30280,1.29,8.73,1.3
30290,-39.23,-12.04,-38,30290,1.39,8.73,0.52
30300,-39.23,-22.04,-11.66,30300,3.2,8.73,-0.94
30310,-39.23,-24.62,14.54,30310,3.36,8.73,-3.07
30320,-39.23,-11.52,39.23,30320,2.52,8.73,-5.04
30330,-39.23,4.4,39.23,30330,1.52,8.73,-6.03
30340,-39.23,17.86,39.23,30340,0.44,8.73,-5.98
30350,-39.23,31.02,39.23,30350,-0.45,8.73,-5.16
30360,-37.48,39.23,39.23,30360,0.56,5.61,-3.41
30370,-26.42,39.23,39.23,30370,0.97,-0.46,-0.78
30380,-29.81,39.23,39.23,30380,2,-5.97,1.82
30390,-35.22,26.13,39.23,30390,2.49,-8.73,3.58
30400,-38.83,16.65,29.46,30400,2.65,-8.73,4.73
30410,-39.23,7.21,14.1,30410,2.53,-8.73,5.48
30420,-39.23,-2.09,6.17,30420,2.2,-8.73,5.78
30430,-38.62,-7.86,2.59,30430,1.86,-8.73,5.73
30440,-39.23,-10.62,1.64,30440,1.35,-8.73,5.53
30450,-39.23,-12.46,-3.11,30450,-0.15,-8.73,5.2
30460,-39.23,-18.13,-14.01,30460,-1.67,-8.73,4.46
30470,-35.15,-21.53,-30.46,30470,-3.57,-8.73,3.32
30480,-22.17,-24.37,-39.23,30480,-6.4,-8.73,1.3
30490,-15.36,-9.72,-39.23,30490,-6.62,-8.73,-0.05
30500,-8.05,1.19,-39.23,30500,-4.32,-8.65,-0.32
30510,-1.16,0.08,-39.23,30510,-1.08,-6.13,0.12
30520,2.68,-5.99,-39.23,30520,1.39,-4.09,0.45
30530,3,-10.83,-23.2,30530,2.2,-3.17,0.38
30540,1.98,-13.47,-11.32,30540,2.05,-3.19,0.05
30550,2.88,-14.13,-7.22,30550,0.97,-3.63,-0.52
30560,2.32,-9.33,-13.45,30560,0.29,-4.06,-1.1
30570,2.33,-1.35,-22.89,30570,0.12,-3.92,-1.34
30580,3.04,5.12,-26.67,30580,0.38,-3.34,-1.17
30590,3.8,8.34,-26.85,30590,0.56,-2.59,-0.73
30600,4.15,8.72,-24.34,30600,0.76,-1.96,-0.27
30610,3.85,7.45,-19.61,30610,0.91,-1.49,0.16
30620,3.15,5.02,-14.35,30620,0.88,-1.27,0.49
30630,2.53,1.81,-10.8,30630,0.76,-1.32,0.71
30640,2.6,-2.39,-11.1,30640,0.61,-1.51,0.74
30650,2.49,-3.78,-15.62,30650,0.28,-1.57,0.6
30660,2.86,-3.83,-20.46,30660,0.19,-1.36,0.45
30670,3.21,-2.88,-22.32,30670,0.25,-0.92,0.33
30680,2.19,-0.81,-20.93,30680,0.24,-0.44,0.3
30690,2.06,-0.7,-16.99,30690,0.38,-0.06,0.3
30700,2.27,0.78,-12.56,30700,0.04,0.14,0.31
30710,1.64,0.82,-8.59,30710,-0.27,0.16,0.35
30720,1.05,0.92,-5.33,30720,-0.51,0,0.39
30730,0.6,1.05,-3.28,30730,-0.74,-0.26,0.46
30740,0.15,-0.44,-1.49,30740,-0.73,-0.61,0.55
30750,0.17,-2.74,-1.41,30750,-0.73,-1.04,0.55
30760,-0.32,-3.54,-4.03,30760,-1.19,-1.45,0.43
30770,-0.67,-4.18,-10.07,30770,-1.11,-1.66,0.32
30780,0.16,-4.2,-14.73,30780,-0.78,-1.59,0.21
30790,0.13,-4.02,-16.84,30790,-0.44,-1.34,0.11
30800,-0.15,-3.78,-18.28,30800,-0.16,-1,0.01
30810,0.49,-3.11,-15.82,30810,0.17,-0.6,-0.07
30820,-0.01,-1.95,-11.98,30820,0.18,-0.41,-0.13
30830,-0.25,-0.41,-8.68,30830,0.1,-0.41,-0.13
30840,-0.48,0.44,-6.69,30840,-0.05,-0.54,-0.07
30850,-0.53,0.31,-6.27,30850,-0.22,-0.72,0.02
30860,-0.65,-0.3,-7.36,30860,-0.35,-0.9,0.08
30870,-0.27,-1.29,-9.66,30870,-0.39,-1.01,0.12
30880,-0.14,-2.04,-12.79,30880,-0.28,-0.99,0.11
30890,0.12,-2.11,-14.24,30890,-0.02,-0.84,0.1
30900,-0.26,-0.79,-14.03,30900,-0.2,-0.64,0.08
30910,-0.59,-1.3,-15.01,30910,0.08,-0.45,0.12
30920,0.12,-1.57,-14.33,30920,0.21,-0.24,0.13
30930,-0.49,-1.52,-12.49,30930,0.18,-0.08,0.11
30940,-0.55,-1.08,-10.65,30940,0.11,-0.03,0.1
30950,-0.82,-0.57,-9.4,30950,-0.01,-0.05,0.12
30960,-1.05,-0.54,-8.61,30960,-0.07,-0.12,0.14
30970,-0.85,-1.01,-7.88,30970,-0.1,-0.2,0.17
30980,-0.64,-1.42,-7.62,30980,-0.14,-0.3,0.17
30990,-0.71,-1.55,-7.43,30990,-0.22,-0.4,0.15
31000,-0.22,-1.19,-7.1,31000,-0.43,-0.49,0.12
31010,-1.12,-1.24,-8.28,31010,-0.41,-0.6,0.12
31020,-0.74,-1.58,-9.29,31020,-0.29,-0.65,0.12
31030,-0.24,-1.43,-10.17,31030,-0.41,-0.64,0.08
31040,-1.33,-1.23,-11.66,31040,-0.44,-0.61,0.07
31050,-0.83,-1.02,-12.84,31050,-0.33,-0.51,0.06
31060,-0.82,-0.75,-12.94,31060,-0.32,-0.38,0.07
31070,-1.02,-0.34,-11.92,31070,-0.27,-0.28,0.09
31080,-1.1,-0.4,-10.99,31080,-0.18,-0.24,0.13
31090,-1.14,-0.83,-10.22,31090,-0.09,-0.24,0.17
31100,-1.18,-1.6,-9.61,31100,-0.01,-0.26,0.17
31110,-1.36,-2.25,-9.03,31110,0.07,-0.3,0.14
31120,-1.36,-2.41,-8.47,31120,0.08,-0.36,0.07
31130,-1.57,-2.02,-8.17,31130,0.08,-0.45,0.02
31140,-1.53,-1.79,-8.01,31140,0.01,-0.54,-0.02
31150,-1.82,-1.63,-7.61,31150,-0.06,-0.66,-0.06
31160,-1.73,-1.21,-7.58,31160,-0.13,-0.77,-0.1
31170,-1.57,-0.69,-8.02,31170,-0.22,-0.88,-0.11
31180,-1.69,-0.44,-8.69,31180,-0.26,-0.96,-0.09
31190,-1.89,-0.11,-9.08,31190,-0.28,-1.01,-0.06
31200,-1.89,-0.61,-9.3,31200,-0.23,-1.07,-0.01
31210,-2.07,-2.04,-9.77,31210,-0.2,-1.13,-0.02
31220,-2.3,-3.64,-10.49,31220,-0.19,-1.22,-0.08
31230,-2.71,-5.99,-13.93,31230,-0.43,-1.36,-0.23
31240,-2.66,-8.97,-23.78,31240,-0.91,-1.44,-0.49
31250,-0.14,-10.76,-39.23,31250,-0.94,-1.23,-0.84
31260,-2.54,-8.49,-39.23,31260,-1.41,-0.16,-1.22
31270,-4.27,8.27,-39.23,31270,-0.62,2.87,-1.18
31280,-16.58,31.7,-39.23,31280,0.48,8.07,0.04
31290,-36.57,33.95,-39.23,31290,0.18,8.73,2.08
31300,-39.23,10.98,-39.23,31300,-1.84,8.73,3.47
31310,-39.23,-12.26,-39.23,31310,-2.38,8.73,3.93
31320,-39.23,-28.96,-39.23,31320,-0.85,8.73,3.35
31330,-39.23,-26.27,-39.23,31330,1.23,8.73,2.06
31340,-39.23,-11.82,-34.94,31340,1.86,8.73,0.79
31350,-39.23,-7.13,-13.4,31350,1.53,8.73,0.1
31360,-39.23,-8.47,5.37,31360,1.92,8.73,-0.59
31370,-39.23,-8.2,27.89,31370,2.36,8.73,-1.68
31380,-39.23,-1.82,39.23,31380,3.39,8.73,-2.57
31390,-39.23,6.74,39.23,31390,3.19,8.73,-3.2
31400,-39.23,16.48,39.23,31400,2.03,8.73,-3.31
31410,-36.21,20.88,39.23,31410,0.53,6.18,-2.93
31420,-30.59,27.54,39.23,31420,0.67,1.2,-2.01
31430,-30.17,30.83,39.23,31430,0.44,-4.08,-0.79
31440,-32.93,24.27,39.23,31440,0.36,-7.87,0.31
31450,-34.99,22.37,39.23,31450,0.07,-8.73,1.1
31460,-35.72,21.48,23.93,31460,0.41,-8.73,1.94
31470,-36.54,17.58,14.7,31470,0.77,-8.73,2.81
31480,-39.12,10.99,13.87,31480,1.32,-8.73,3.63
31490,-39.23,3.72,11.48,31490,1.42,-8.73,4.21
31500,-39.23,-5,3.11,31500,0.87,-8.73,4.4
31510,-39.23,-12.25,-8.7,31510,0.12,-8.73,4.2
31520,-39.23,-19.5,-29.88,31520,-1.59,-8.73,3.53
31530,-34.63,-26.45,-39.23,31530,-4.91,-8.73,2.11
31540,-23.37,-18.62,-39.23,31540,-6.17,-8.73,0.44
31550,-6.45,-9.04,-39.23,31550,-5.11,-8.36,-0.54
31560,8.21,-3.66,-39.23,31560,-1.39,-3.12,-0.42
31570,9.25,-7.16,-39.23,31570,0.67,0.41,-0.16
31580,6.91,-7.62,-36.15,31580,0.68,1.9,-0.37
31590,5.98,-1.83,-6.33,31590,0.12,1.99,-0.57
31600,6.35,1.83,10.5,31600,-0.58,1.09,-0.46
31610,5.83,1.09,16.38,31610,-0.72,-0.29,-0.26
31620,4.7,-0.58,13.15,31620,-0.3,-1.61,-0.17
31630,3.66,-1.71,7.07,31630,0.22,-2.58,-0.17
31640,2.87,-3.12,0.15,31640,0.45,-3.24,-0.25
31650,2.67,-3.44,-9.08,31650,0.44,-3.55,-0.45
31660,3.2,-1.1,-18.86,31660,0.51,-3.39,-0.63
31670,4,2.55,-24.71,31670,0.76,-2.79,-0.65
31680,4.41,5.36,-24.59,31680,0.99,-2.02,-0.49
31690,4.25,5.77,-20.1,31690,0.91,-1.39,-0.26
31700,3.85,4.34,-13.28,31700,0.62,-1.01,-0.05
31710,2.93,2.69,-8.38,31710,0.26,-0.97,0.06
31720,2.14,-0.02,-4.18,31720,-0.03,-1.17,0.1
31730,1.57,-2.31,-2.83,31730,-0.15,-1.49,0.02
31740,1.37,-3.57,-4.34,31740,-0.19,-1.84,-0.14
31750,1.23,-2.72,-7.58,31750,-0.17,-2.06,-0.31
31760,1.46,-0.88,-11.57,31760,-0.24,-2.07,-0.42
31770,1.84,0.93,-14.22,31770,-0.16,-1.89,-0.43
31780,1.77,2.5,-14.86,31780,0,-1.61,-0.36
31790,1.7,3.33,-13.5,31790,0.14,-1.36,-0.23
31800,1.44,3.27,-11.53,31800,0.21,-1.18,-0.07
31810,0.79,2.6,-9.23,31810,0.17,-1.11,0.07
31820,0.14,2.02,-6.93,31820,0.18,-1.15,0.19
31830,-0.4,0.58,-5.04,31830,-0.02,-1.32,0.28
31840,-0.86,-0.96,-4.66,31840,-0.16,-1.56,0.27
31850,-1.16,-1.65,-4.92,31850,-0.16,-1.84,0.21
31860,-1.19,-1.37,-6.7,31860,-0.18,-2.1,0.14
31870,-1.09,-0.5,-10.52,31870,-0.15,-2.25,0.13
31880,-0.75,0.04,-14.84,31880,0.09,-2.18,0.17
31890,-0.53,0.67,-17.41,31890,0.25,-1.91,0.25
31900,-0.34,0.6,-17.74,31900,0.41,-1.58,0.36
31910,-0.47,0.22,-16.37,31910,0.48,-1.27,0.43
31920,-0.78,0.04,-13.21,31920,0.44,-1.07,0.49
31930,-1.11,-0.8,-10.95,31930,0.11,-1.04,0.49
31940,-1.41,-1.78,-9.67,31940,-0.28,-1.08,0.45
31950,-1.7,-2.89,-9.34,31950,-0.59,-1.17,0.36
31960,-1.68,-3.47,-9.82,31960,-0.73,-1.28,0.24
31970,-1.7,-3.71,-11.55,31970,-0.73,-1.36,0.1
31980,-1.31,-3.67,-14.09,31980,-0.63,-1.36,-0.02
31990,-1.24,-3.04,-16.01,31990,-0.43,-1.21,-0.11
32000,-0.98,-2.29,-16.53,32000,-0.2,-1.01,-0.17
32010,-0.98,-1.68,-16.49,32010,-0.05,-0.77,-0.21
32020,-1,-0.79,-15.71,32020,-0.05,-0.54,-0.22
32030,-1.1,0.23,-14.78,32030,-0.1,-0.31,-0.2
32040,-1.24,1.08,-12.84,32040,-0.12,-0.15,-0.14
32050,-1.55,1.61,-10.69,32050,-0.18,-0.1,-0.04
32060,-1.68,1.33,-9.23,32060,-0.24,-0.13,0.06
32070,-1.84,1,-8.23,32070,-0.21,-0.22,0.14
32080,-1.89,0.46,-7.81,32080,-0.21,-0.34,0.21
32090,-1.99,-0.93,-8.13,32090,-0.18,-0.46,0.24
32100,-1.94,-2.34,-8.66,32100,-0.13,-0.54,0.19
32110,-1.87,-3.1,-9.02,32110,-0.1,-0.6,0.09
32120,-1.82,-3.2,-9.79,32120,-0.11,-0.65,-0.04
32130,-1.58,-2.62,-11.25,32130,-0.12,-0.64,-0.15
32140,-1.5,-1.21,-12.84,32140,-0.01,-0.54,-0.22
32150,-1.49,-0.09,-13.24,32150,0.02,-0.4,-0.21
32160,-1.57,0.57,-12.73,32160,0.02,-0.25,-0.17
32170,-1.76,0.91,-11.51,32170,0.01,-0.15,-0.11
32180,-1.92,0.94,-10.22,32180,0,-0.11,-0.05
32190,-2.14,0.8,-9.21,32190,0.02,-0.13,0.01
32200,-2.24,0.51,-8.44,32200,-0.01,-0.19,0.06
32210,-2.34,-0.01,-8.48,32210,-0.1,-0.27,0.09
32220,-2.16,-0.81,-8.39,32220,-0.2,-0.33,0.07
32230,-2.35,-1.52,-8.07,32230,-0.29,-0.39,0.01
32240,-2.42,-1.73,-6.93,32240,-0.37,-0.49,-0.06
32250,-2.78,-2.45,-5.69,32250,-0.56,-0.69,-0.17
32260,-3.31,-3.43,-5.41,32260,-0.71,-0.93,-0.28
32270,-4.02,-5.26,-6.63,32270,-0.78,-1.27,-0.44
32280,-4.97,-7.21,-12.85,32280,-0.84,-1.62,-0.68
32290,-5.93,-9.11,-24.12,32290,-0.81,-1.74,-0.97
32300,-5.8,-11.05,-39.23,32300,-1.34,-1.52,-1.39
32310,-3.39,-6.62,-39.23,32310,-2.13,-0.43,-1.89
32320,-2.78,11.11,-39.23,32320,-3.35,2.25,-1.94
32330,-16.62,39.23,-39.23,32330,-1.27,7.38,-0.5
32340,-34.31,39.23,-39.23,32340,0.29,8.73,2.21
32350,-39.23,28.56,-39.23,32350,0.14,8.73,4.34
32360,-39.23,3.74,-39.23,32360,0.15,8.73,5.16
32370,-39.23,-10.49,-39.23,32370,0.77,8.73,4.87
32380,-39.23,-17.47,-39.23,32380,0.94,8.73,3.99
32390,-39.23,-18.06,-39.23,32390,1.56,8.73,2.83
32400,-39.23,-16.35,-21.98,32400,2.4,8.73,1.53
32410,-39.23,-10.78,0.01,32410,3.63,8.73,0.13
32420,-39.23,-9.41,22.35,32420,4.41,8.73,-1.32
32430,-39.23,-2.86,39.23,32430,4.06,8.73,-2.71
32440,-39.23,5.2,39.23,32440,3.96,8.73,-3.56
32450,-39.23,12.38,39.23,32450,2.14,8.73,-4.25
32460,-39.23,22.75,39.23,32460,0.03,7,-4.17
32470,-38.15,34.82,39.23,32470,-1.37,0.65,-3.19
32480,-39.23,37.55,39.23,32480,0.14,-6.84,-1.3
32490,-39.23,29.53,39.23,32490,0.87,-8.73,0.22
32500,-39.23,25.5,36.23,32500,0.75,-8.73,1.31
32510,-39.23,25.47,15.34,32510,1.34,-8.73,2.45
32520,-39.23,21.38,6.55,32520,2.38,-8.73,3.85
32530,-39.23,10.99,5,32530,3.13,-8.73,5.22
32540,-39.23,-4.77,-3.82,32540,3.03,-8.73,6.09
32550,-39.23,-18.42,-26.71,32550,1.62,-8.73,6.07
32560,-39.23,-29.17,-39.23,32560,-2.22,-8.73,4.91
32570,-34.95,-39.23,-39.23,32570,-5.91,-8.73,2.59
32580,-15.42,-24.86,-39.23,32580,-8.16,-8.73,0.1
32590,6.06,-8.44,-39.23,32590,-4.36,-4.49,-0.67
32600,9.39,-5.61,-39.23,32600,-1.01,-0.42,-0.4
32610,6.42,-4.47,-39.23,32610,0.86,1.37,-0.28
32620,5.2,0.29,-7.05,32620,1.29,1.5,-0.25
32630,5.06,2.83,13.78,32630,0.78,0.49,-0.02
32640,4.43,0.14,21.7,32640,0.43,-1.09,0.26
