Timestamp,AccelerometerX,AccelerometerY,AccelerometerZ,Timestamp,GyroscopeX,GyroscopeY,GyroscopeZ
11830,-1.07,1.76,11.84,11830,-0.17,0.08,-0.03
11840,-0.88,1.74,12.08,11840,-0.16,0.09,-0.02
11850,-0.73,1.67,12.26,11850,-0.16,0.08,-0.02
11860,-0.71,1.71,12.24,11860,-0.14,0.06,-0.02
11870,-0.59,1.64,12.23,11870,-0.12,0.04,-0.03
11880,-0.51,1.58,12.19,11880,-0.1,0.02,-0.05
11890,-0.47,1.48,12.12,11890,-0.08,-0.01,-0.07
11900,-0.37,1.43,11.94,11900,-0.08,-0.02,-0.11
11910,-0.35,1.38,11.9,11910,-0.07,0,-0.14
11920,-0.43,1.41,11.78,11920,-0.08,0.02,-0.18
11930,-0.6,1.46,11.75,11930,-0.08,0.04,-0.21
11940,-0.86,1.55,11.69,11940,-0.08,0.05,-0.23
11950,-1.07,1.62,11.66,11950,-0.09,0.05,-0.23
11960,-1.11,1.63,11.5,11960,-0.1,0.04,-0.22
11970,-1.19,1.71,11.4,11970,-0.11,0.04,-0.22
11980,-1.19,1.71,11.36,11980,-0.13,0.05,-0.2
11990,-1.27,1.59,11.45,11990,-0.15,0.06,-0.19
12000,-1.22,1.56,11.53,12000,-0.16,0.07,-0.17
12010,-1.07,1.45,11.59,12010,-0.17,0.07,-0.17
12020,-1.01,1.42,11.6,12020,-0.17,0.08,-0.18
12030,-1.09,1.44,11.56,12030,-0.17,0.07,-0.19
12040,-1.21,1.44,11.5,12040,-0.17,0.06,-0.19
12050,-1.15,1.45,11.65,12050,-0.19,0.08,-0.18
12060,-1.13,1.43,11.84,12060,-0.19,0.07,-0.18
12070,-1.1,1.47,11.96,12070,-0.18,0.05,-0.18
12080,-0.98,1.49,11.95,12080,-0.17,0.03,-0.18
12090,-1.01,1.52,11.87,12090,-0.15,0.01,-0.19
12100,-1.03,1.49,11.62,12100,-0.15,0.02,-0.18
12110,-0.93,1.42,11.61,12110,-0.16,0.04,-0.18
12120,-0.86,1.5,11.77,12120,-0.17,0.05,-0.19
12130,-0.91,1.53,11.77,12130,-0.18,0.05,-0.19
12140,-0.99,1.63,11.85,12140,-0.17,0.06,-0.2
12150,-1.11,1.64,11.78,12150,-0.17,0.05,-0.19
12160,-1.08,1.57,11.67,12160,-0.16,0.04,-0.18
12170,-0.96,1.6,11.66,12170,-0.17,0.03,-0.18
12180,-0.93,1.62,11.76,12180,-0.17,0.02,-0.18
12190,-0.93,1.67,11.78,12190,-0.17,0.02,-0.18
12200,-0.96,1.65,11.7,12200,-0.16,0.01,-0.18
12210,-0.88,1.61,11.59,12210,-0.16,0.01,-0.18
12220,-0.56,1.55,11.55,12220,-0.17,0.03,-0.19
12230,-0.5,1.51,11.6,12230,-0.18,0.04,-0.22
12240,-0.63,1.56,11.62,12240,-0.19,0.04,-0.24
12250,-0.86,1.56,11.73,12250,-0.19,0.03,-0.25
12260,-0.91,1.6,11.84,12260,-0.18,0.03,-0.25
12270,-0.95,1.6,11.92,12270,-0.17,0.03,-0.25
12280,-0.96,1.56,12.05,12280,-0.16,-0.01,-0.24
12290,-1.02,1.57,11.98,12290,-0.15,-0.03,-0.24
12300,-1.12,1.54,11.93,12300,-0.13,-0.03,-0.24
12310,-1.08,1.49,11.83,12310,-0.12,-0.03,-0.23
12320,-0.95,1.41,11.6,12320,-0.12,-0.02,-0.23
12330,-0.9,1.42,11.58,12330,-0.13,-0.01,-0.24
12340,-1.08,1.5,11.58,12340,-0.14,-0.01,-0.25
12350,-1.18,1.53,11.64,12350,-0.15,0.01,-0.25
12360,-1.15,1.49,11.67,12360,-0.16,0.02,-0.24
12370,-1.14,1.51,11.67,12370,-0.17,0.01,-0.23
12380,-1.22,1.49,11.8,12380,-0.17,0,-0.22
12390,-1.23,1.48,11.9,12390,-0.17,0.01,-0.21
12400,-1.16,1.46,11.93,12400,-0.16,0.02,-0.2
12410,-1.05,1.41,11.93,12410,-0.16,0.01,-0.2
12420,-1.04,1.41,12.01,12420,-0.15,0,-0.2
12430,-1.03,1.41,11.99,12430,-0.14,0.01,-0.2
